,Movie,Screen,Sales,Audience,장르,Rate,month,year,개봉일,감독,배우
355,내 심장을 쏴라,452,"2,856,859,132","387,409",드라마,15세이상관람가,1,2015,2015-01-28,문제용,"이민기,여진구,유오성,김정태,김기천,신구,송영창,박충선,박두식,한혜린,이준혁,임문영,정유정,권소영,이규섭,김재화,엄효섭,김보라,장리우,진용욱,곽순우,한태린"
356,나의 독재자,654,"2,906,692,546","385,934",드라마,15세이상관람가,10,2014,2014-10-30,이해준,"설경구,박해일,윤제문,이병준,류혜영,이규형,김영대,김원진,김철환,민경진,박민수,송성찬,이준혁,배유람,배성우,장소연,채수빈,김강현,남연우,전국환,박지환,성유빈,신문성,이신성,허준석,홍기준,김자영,이장유,김영웅,정인겸,박영서"
358,보통사람,621,"2,956,397,623","383,336",드라마,15세이상관람가,3,2017,2017-03-23,김봉한,"손현주,장혁,김상호,라미란,정만식,조달환,지승현,오연아,강현구,이학렬,이형기,박형수,서주연,정원태,양재영,윤준호,이영호,이유진,이승용,김영,주석태,장광,임용순,박지일,주광현,신정섭"
359,소수의견,398,"2,891,431,205","383,332",드라마,15세이상관람가,6,2015,2015-06-24,김성제,"윤계상,유해진,김옥빈,이경영,장광,권해효,손아람,박주형,이은미,이은우,김의성,조복래,김종수,박충선,박해수,장리우,김태준,오연아,홍인,신정섭"
360,대장 김창수,748,"2,871,905,115","380,581",드라마,12세이상관람가,10,2017,2017-10-19,이원태,"조진웅,송승헌,정만식,정진영,신정근,유승목,정규수,이서원,곽동연,박소담,박재영,박정숙,박지훈,서주연,최서윤,이신우,이원태,이정철,이정현,홍재식,황정용,염혜란,오안진,한성천,이정현,전배수,배진웅,김시우,김재영,황재필"
361,경성학교: 사라진 소녀들,489,"2,749,027,700","356,342",미스터리,15세이상관람가,6,2015,2015-06-18,이해영,"박보영,엄지원,박소담,공예지,주보비,박성연,심희섭,고원희,박주희,이혜리,박지선,조원철,최영근,최지명,신수연,김경애,김대성,김대호,오현정,김동현,이다희,황석영,이연정,이예은,이은경,윤정미,서미지,목규리,금새록,박성연,김동현"
362,석조저택 살인사건,539,"2,815,742,886","351,830",스릴러,15세이상관람가,5,2017,2017-05-09,"정식,김휘","황인아,고수,김주혁,문성근,박성웅,임화영,임태훈,전민,신영진,신영진,정우식,정유빈,조원진,조유찬,조한별,이대영,이자은,이정섭,이주연,이주연,이주현,홍의정,황재욱,고민우,한지은,고우림,이신성,배유리,김시우,정종우,임호"
363,싱글라이더,576,"2,685,519,021","351,276",드라마,15세이상관람가,2,2017,2017-02-22,이주영,"진남수,이병헌,공효진,안소희,장요한,최병구,이상원,연송하,백수장,김수진,최준영,강신철,양지수,황건"
364,7호실,629,"2,677,284,639","347,790",코미디,15세이상관람가,11,2017,2017-11-15,이용승,"신하균,도경수,김동영,김종수,김종구,박수영,전석호,황정민,정희태,김도윤,정승길,박소영,조민성,윤세현,이광기,이재혁,김성종,우지현,박근록,최무성,김지영,이서환,박신아"
365,치외법권,446,"2,664,941,005","346,483",액션,15세이상관람가,8,2015,2015-08-27,신동엽,"임창정,최다니엘,임은경,장광,이경영,문제영,정한비,박영진,임정아,박일우,정형석,조원재,서동수,서진원,이응준,안현준,최병모,방은희,반민정,한주영,전소니,강신철,조한선,최홍일,김기천,윤주,임용순,신정섭"
366,러브 유어셀프 인 서울,224,"3,209,682,900","342,366",공연,전체관람가,1,2019,2019-01-26,,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국"
367,더 파이브,501,"5,343,797,000","731,212",스릴러,청소년관람불가,11,2013,2013-11-14,정연식,"김선아,마동석,신정근,정인기,이청아,박효주,온주완,유종성,이안나,이지성,이현우,전혜림,박상운,박성근,김현수,주영호,차종호,오만석,김근영,김경재,오민애,손성찬,홍우진"
368,허스토리,696,"2,521,025,949","336,822",드라마,12세이상관람가,6,2018,2018-06-27,민규동,"김희애,김해숙,예수정,문숙,이용녀,김준한,이유영,안세하,손강국,윤효진,이선민,이승연,손승훈,이현동,이형석,임서영,안진영,김혜림,오진호,민주홍,박수진,박용수,정미경,박정헌,정은택,박진수,김명희,하성영,김선영,김성환,김시영,김시영,박명신,한지민,이설,최병모,정인기,김혜준,오창경,김인우,임선우"
369,브링 더 소울 : 더 무비,569,"2,902,500,310","336,074",기타,전체관람가,8,2019,2019-08-07,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국"
370,미나문방구,385,"2,247,017,000","334,323",드라마,전체관람가,5,2013,2013-05-16,정익환,"최강희,봉태규,이재인,전경수,홍지은,유재상,김원해,박사랑,정준원,권해효,김고은,이세랑,오민애,김승훈,정민성,김서라,박서연,서동훈"
371,오! 문희,"1,110","2,610,576,660","325,577",코미디,12세이상관람가,9,2020,2020-09-02,정세교,"나문희,이희준,최원영,박지영"
372,희생부활자,781,"2,515,479,835","323,628",미스터리,15세이상관람가,10,2017,2017-10-12,곽경택,"김래원,김해숙,성동일,전혜진,장영남,박은혜,장성훈,전인한,정현수,오세진,이승진,함영준,이주연,이준혁,이확광,김성구,이지원,오대환,현봉식,전광진,강소연,이언수"
373,무뢰한,482,"3,262,087,431","414,626",멜로/로맨스,청소년관람불가,5,2015,2015-05-27,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현,최정현"
375,도리화가,563,"2,246,950,339","317,505",사극,12세이상관람가,11,2015,2015-11-25,이종필,"류승룡,배수지,송새벽,김남길,이동휘,안재홍,조정숙,황태양,김은지,김은지,김정곤,박선,박솔지,박윤호,이광호,이상우,이유나,이윤정,이준,이지은,이혜진,진선규,박호산,김소진,신창주,김태훈,권범택,권유진"
376,레드카펫,385,"2,404,458,580","316,780",멜로/로맨스,15세이상관람가,10,2014,2014-10-23,박범수,"윤계상,고준희,오정세,조달환,황찬성,신지수,장래군,허진,이미도,안재홍,윤다경,김자영,조혜선,손병욱"
377,번 더 스테이지: 더 무비,243,"2,671,391,900","315,010",기타,전체관람가,11,2018,2018-11-15,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국,방시혁,윤석준"
378,위대한 소원,524,"2,438,260,213","308,180",코미디,15세이상관람가,4,2016,2016-04-21,남대중,"류덕환,김동영,안재홍,전노민,전미선,장원식,양정인,조우진,우지원,유정래,윤도영,이상민,이소정,이소정,이원희,한기업,한민석,황슬빛나,황용,박정헌,이홍내"
379,덕구,544,"2,320,819,700","306,126",드라마,전체관람가,4,2018,2018-04-05,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤,윤송아,이현,이도현,김현우,박민정,박윤호,정재훈,김보연,김수민,전소현,정기섭,류성현"
380,미성년,673,"2,493,769,950","293,258",드라마,15세이상관람가,4,2019,2019-04-11,김윤석,"염정아,김소진,김혜준,박세진,김윤석,김희원,이희준,염혜란,이정은,미람,김혜윤,정이랑,정종준,전수빈,우민규,김대우,곽재훈,손유리,박예림,차상미,권유나,손가현,전승유,박중신,유창한,박화영,서병철,성도현,신치영,신하준,유미진,유순웅,여이레,김현석,김현숙,이상홍,곽나연,이상희,허다정,이준하,이지성,홍희자,황동욱,김종윤,김종한,황재열,정기욱,김영주,이명하,김왕도,주재윤,이윤재,송은정"
381,배심원들,784,"2,303,130,090","288,113",드라마,12세이상관람가,5,2019,2019-05-15,홍승완,"문소리,박형식,백수장,김미경,윤경호,서정연,조한철,조수향,권해효,김홍파,태인호,이해운,서진원,이영진,최영우,서현우,이용이,심달기,유순웅,김학선,고서희,정도원,염동헌,이서준,김선영,이규형,구윤회,한연희,임형택,김무령,이향란,우가은,유나,문창준,서영지,노지원,도준석,이한석,천찬양,이효순,이주윤,박건용,정호선,강진수,류덕환,민혜선,박재완,서영주,서정암,김나경,김동혁,김명진,신치영,양재훈,김상균,김상준,김상훈,이정훈,이주한,최영우,이지호,이승주,김지한,최현주,김지호,이현지,이현지"
382,혼숨,498,"2,258,422,445","288,016",공포(호러),15세이상관람가,10,2016,2016-10-26,이두환,"류덕환,조복래,박형서,조동혁,이규섭,이수빈,조혜원,정순원,박윤호,정성일"
383,기방도령,625,"2,327,760,190","286,806",코미디,15세이상관람가,7,2019,2019-07-10,남대중,"이준호,정소민,최귀화,예지원,공명,장세아,조이현,김동영,이일화,이장유,나승용,남선중,고나희,김가빈,박정원,박정원,박정헌,설윤지,박지수,김문찬,신은수,신이지,김민지,유종연,오규택,오자훈,윤미영,김서경,오제근,옥영진,정재성,이정훈,정재훈,최민호,이주실,김인호,김장원,허성우,홍기호,최유리,백주희,김수한,이솔,조영지,이수연,이진,정기원,윤혜빈,김주현,정민규,조헌태,강승현,강영준,이승현,최지희,고재석,지대한,공현주,김연희,권다영,하민,김선도,이철민,이호연,김시혜,김아윤,한기업,임수지,임세원,이민영,이해인,한미령,이유나,김한,도연진,이유정,한지혜,왕수빈,한채리,우연화,남관규,남영진,남훈성,정우영,김우혁,유수아,유형준,이은정,민지율,왕나경,정연심,윤설아,윤욱,윤정혁,윤지욱,윤해주,이재왕,신우준,정태,김유진,이노아,심윤슬,심현,이하주,안성원,이화진,최지수,배정화,박채희,임조은,전노민,반필원,서은율,전지혜,임태풍,오성희,장대웅,하재숙,하지은,한희림,박태산"
384,다이노 타임,430,"2,099,683,100","283,300",애니메이션,전체관람가,4,2015,2015-04-30,"최윤석,존 카프카","멜라니 그리피스,제인 린치,윌리엄 볼드윈,스티븐 볼드윈,롭 슈나이더,유리 로웬탈"
386,극장판 안녕 자두야,523,"2,124,832,300","278,914",애니메이션,전체관람가,5,2016,2016-05-04,손석우,"여민정,양정화,이수진"
387,롤러코스터,374,"1,913,087,600","270,148",코미디,15세이상관람가,10,2013,2013-10-17,하정우,"정경호,한성천,김재화,최규환,김기천,김병옥,강신철,김성균,김한길,고성희,황정민,고규필,임현성,이수인,김재영"
388,남과 여,449,"1,651,122,533","203,775",멜로/로맨스,청소년관람불가,2,2016,2016-02-25,이윤기,"전도연,공유,이미소,정선경,윤세아,김혜옥,박민지,전준호,오정완,조희,윤신혜,이보영,이상희,민무제,강신철"
389,함정,445,"2,088,685,200","257,716",스릴러,청소년관람불가,9,2015,2015-09-10,권형진,"마동석,조한선,김민경,지안,이정원,최선주,하태웅,김동현,윤주,권범택"
390,기묘한 가족,625,"2,062,904,275","256,202",코미디,12세이상관람가,2,2019,2019-02-13,이민재,"정재영,김남길,엄지원,이수경,정가람,박인환,장세아,김지안,장지건,오안진,이성우,전배수,오의식,황우상,정용구,강운,유독현,백송희,홍예서,장혜은,이라온,변주우,박솜이,신주현,김이라,안미라,고동형,박기루,이범직,한규칠,배주혜,유은조,나병기,정종한,임승하,안세일,심국보,성창호,손정수,지원석,곽한훈,김봉수,김기천,나애진,박경혜,노혜영,류경인,곽성은,김가빈,서문호,김다솜,박태진,박혜숙,송현욱,김만호,김미나,김민,김민상,안소영,안지원,김민희,유병선,유병선,김상현,오제근,김선화,오진호,김성준,지환,장민영,이상훈,최영민,김정남,이성훈,최유진,조민지,김혜지,김정원,조아라,이소연,이수경,김종기,이수아,윤정일,김승비,조은아,조은주,조은주,이순자,김시윤,최종률,이가경,김주형,조현주,이건수,이건창,이경민,김연정,이승철,김준석,강유나,강윤석,고경인,이규현,구본웅,김연희,차정민,이영석,이동희,이영아,김수란,이미지,김정중,김주승,한아름,김진문,이태건,김창조,한정화,이형직,김홍근,이유진,류철호,정우영,정우영,유순철,문지영,정민서,정민섭,유호연,신정근,윤지현,윤혜진,윤희철,최기범,정태인,이덕건,이창숙,최송이,최유라,김지안,장은총,장진경,장호정,서장현,오순태,오순태,장루이,임효성,채이설,김성준"
391,밤의 여왕,333,"1,762,892,500","252,475",멜로/로맨스,15세이상관람가,10,2013,2013-10-17,김제영,"천정명,김민정,우상기,유재상,이동휘,최고은,이미도,한보름,지대한,남태부,김성은,안세하,원현준,유인영,황재열"
392,극적인 하룻밤,434,"2,610,929,429","320,923",멜로/로맨스,청소년관람불가,12,2015,2015-12-03,하기호,"윤계상,한예리,박효주,조복래,박병은,정수영,조영균,한정국,김수정,한지은,이지훈,정수연,김재화,박현지,진선규,김의성,하정완,김서원,한정국"
394,사이코메트리,429,"3,964,769,129","531,953",미스터리,청소년관람불가,3,2013,2013-03-07,권호영,"김강우,김범,박혁권,이준혁,서현철,박성웅,박병렬,박은영,서왕석,박주형,정윤선,유재상,윤박,서영화,유승목,이솜,오희준,손산,박성연,정종열,최교식,김기천,박서연"
