,Movie,Screen,Sales,Audience,Genre,Rate,month,year,AgeRate,Genre_1,Point
288,내 심장을 쏴라,452,2856859132,387.409,드라마,15세이상관람가,1,2015,1,6,7.97
289,나의 독재자,654,2906692546,385.934,드라마,15세이상관람가,10,2014,1,6,7.78
290,보통사람,621,2956397623,383.336,드라마,15세이상관람가,3,2017,1,6,8.41
291,소수의견,398,2891431205,383.332,드라마,15세이상관람가,6,2015,1,6,7.81
292,대장 김창수,748,2871905115,380.58100000000000,드라마,12세이상관람가,10,2017,0,6,7.95
293,경성학교: 사라진 소녀들,489,2749027700,356.342,미스터리,15세이상관람가,6,2015,1,9,6.53
294,석조저택 살인사건,539,2815742886,351.83,스릴러,15세이상관람가,5,2017,1,12,7.63
295,싱글라이더,576,2685519021,351.276,드라마,15세이상관람가,2,2017,1,6,8.14
296,7호실,629,2677284639,347.79,코미디,15세이상관람가,11,2017,1,17,6.82
297,치외법권,446,2664941005,346.483,액션,15세이상관람가,8,2015,1,14,6.87
298,러브 유어셀프 인 서울,224,3209682900,342.366,공연,전체관람가,1,2019,2,2,9.26
299,더 파이브,501,5343797000,731.212,스릴러,청소년관람불가,11,2013,3,12,7.3
300,허스토리,696,2521025949,336.82200000000000,드라마,12세이상관람가,6,2018,0,6,9.41
301,브링 더 소울 : 더 무비,569,2902500310,336.074,기타,전체관람가,8,2019,2,4,9.16
302,미나문방구,385,2247017000,334.32300000000000,드라마,전체관람가,5,2013,2,6,7.14
303,오! 문희,1110,2610576660,325.577,코미디,12세이상관람가,9,2020,0,17,8.04
304,희생부활자,781,2515479835,323.628,미스터리,15세이상관람가,10,2017,1,9,7.32
305,무뢰한,482,3262087431,414.626,멜로/로맨스,청소년관람불가,5,2015,3,7,7.89
306,도리화가,563,2246950339,317.505,사극,12세이상관람가,11,2015,0,11,5.72
307,레드카펫,385,2404458580,316.78,멜로/로맨스,15세이상관람가,10,2014,1,7,8.46
308,번 더 스테이지: 더 무비,243,2671391900,315.01,기타,전체관람가,11,2018,2,4,9.46
309,위대한 소원,524,2438260213,308.18,코미디,15세이상관람가,4,2016,1,17,7.76
310,덕구,544,2320819700,306.126,드라마,전체관람가,4,2018,2,6,9.53
311,미성년,673,2493769950,293.258,드라마,15세이상관람가,4,2019,1,6,8.28
312,배심원들,784,2303130090,288.113,드라마,12세이상관람가,5,2019,0,6,8.99
313,혼숨,498,2258422445,288.01600000000000,공포(호러),15세이상관람가,10,2016,1,3,7.38
314,기방도령,625,2327760190,286.806,코미디,15세이상관람가,7,2019,1,17,5.99
315,다이노 타임,430,2099683100,283.3,애니메이션,전체관람가,4,2015,2,13,8.44
316,극장판 안녕 자두야,523,2124832300,278.914,애니메이션,전체관람가,5,2016,2,13,7.93
317,롤러코스터,374,1913087600,270.14800000000000,코미디,15세이상관람가,10,2013,1,17,6.45
318,남과 여,449,1651122533,203.775,멜로/로맨스,청소년관람불가,2,2016,3,7,7.22
319,함정,445,2088685200,257.716,스릴러,청소년관람불가,9,2015,3,12,5.83
320,기묘한 가족,625,2062904275,256.202,코미디,12세이상관람가,2,2019,0,17,5.78
321,밤의 여왕,333,1762892500,252.475,멜로/로맨스,15세이상관람가,10,2013,1,7,7.53
322,극적인 하룻밤,434,2610929429,320.923,멜로/로맨스,청소년관람불가,12,2015,3,7,6.64
323,사이코메트리,429,3964769129,531.953,미스터리,청소년관람불가,3,2013,3,9,7.36
324,어느날,532,1827370582,232.016,멜로/로맨스,15세이상관람가,4,2017,1,7,8.02
325,순정,467,1643792033,229.05900000000000,드라마,12세이상관람가,2,2016,0,6,8.86
326,치즈인더트랩,364,1890873700,229.005,멜로/로맨스,15세이상관람가,3,2018,1,7,5.7
327,황제를 위하여,423,4751881771,592.0410000000000,액션,청소년관람불가,6,2014,3,14,6.83
328,1급기밀,512,1720083300,217.803,드라마,12세이상관람가,1,2018,0,6,8.86
329,속닥속닥,314,1900914300,217.44400000000000,공포(호러),15세이상관람가,7,2018,1,3,5.83
330,헬머니,422,4096141972,519.9830000000000,코미디,청소년관람불가,3,2015,3,17,6.87
331,덕수리 5형제,346,1560183200,206.953,코미디,15세이상관람가,12,2014,1,17,7.76
332,창수,415,3146542000,429.14100000000000,드라마,청소년관람불가,11,2013,3,6,7.71
333,비스트,737,1596148590,202.007,범죄,15세이상관람가,6,2019,1,10,6.05
334,어린 의뢰인,671,1631919600,198.21100000000000,드라마,12세이상관람가,5,2019,0,6,9.07
335,연애의 맛,398,1706805153,212.15400000000000,멜로/로맨스,청소년관람불가,5,2015,3,7,8.1
336,언더독,612,1485934830,193.484,애니메이션,전체관람가,1,2019,2,13,9.41
337,두 남자,397,459566121,60.365,범죄,청소년관람불가,11,2016,3,10,7.61
338,런닝맨 : 풀룰루의 역습,511,1414494750,186.324,애니메이션,전체관람가,12,2018,2,13,7.8
339,사라진 시간,874,1651202580,185.655,미스터리,15세이상관람가,6,2020,1,9,4.39
340,우상,900,1581839728,183.78400000000000,스릴러,15세이상관람가,3,2019,1,12,4.87
341,마이 리틀 히어로,341,1286203128,183.65,드라마,전체관람가,1,2013,2,6,8.9
342,채비,480,1249977864,175.889,드라마,12세이상관람가,11,2017,0,6,9.01
343,국제수사,1074,1343185920,175.843,코미디,15세이상관람가,9,2020,1,17,4.42
344,톱스타,397,1194180500,175.15200000000000,드라마,15세이상관람가,10,2013,1,6,7.87
345,두번할까요,658,1449660120,174.938,코미디,15세이상관람가,10,2019,1,17,5.49
346,아빠를 빌려드립니다,326,1188673500,172.445,코미디,12세이상관람가,11,2014,0,17,8.09
347,자전차왕 엄복동,624,1304861670,172.21200000000000,드라마,12세이상관람가,2,2019,0,6,4.05
348,대배우,474,1245426228,169.855,코미디,12세이상관람가,3,2016,0,17,6.19
349,하이힐,385,2735972500,339.844,범죄,청소년관람불가,6,2014,3,10,7.68
350,진범,224,1424601000,167.333,스릴러,15세이상관람가,7,2019,1,12,7.43
351,담보,1342,1290710760,165.84900000000000,드라마,12세이상관람가,9,2020,0,6,8.96
352,최강전사 미니특공대 : 새로운 악당의 습격,318,1163431200,154.342,애니메이션,전체관람가,2,2015,2,13,7.6
353,달빛궁궐,425,1134639700,151.36,애니메이션,전체관람가,9,2016,2,13,7.03
354,비정규직 특수요원,497,1150732700,149.719,코미디,15세이상관람가,3,2017,1,17,6.63
355,나의 절친 악당들,384,1054470664,133.553,범죄,청소년관람불가,6,2015,3,10,5.45
356,은밀한 유혹,394,1112423247,142.405,멜로/로맨스,15세이상관람가,6,2015,1,7,5.89
357,좋은 친구들,371,3201527031,404.45600000000000,범죄,청소년관람불가,7,2014,3,10,7.88
358,극장판 또봇: 로봇군단의 습격,231,1089135300,141.592,애니메이션,전체관람가,4,2017,2,13,9.36
359,가시,356,1094017000,141.95600000000000,멜로/로맨스,청소년관람불가,4,2014,3,7,6.59
360,독전: 익스텐디드 컷,398,844714600,137.775,범죄,15세이상관람가,7,2018,1,10,7.52
361,0.0MHz,446,1088258860,137.29400000000000,공포(호러),15세이상관람가,5,2019,1,3,5.6
362,검객,832,1162122130,136.82400000000000,액션,15세이상관람가,9,2020,1,14,8.32
363,극장판 꼬마버스 타요의 에이스 구출작전,200,905899900,135.398,애니메이션,전체관람가,1,2016,2,13,8.72
364,로마의 휴일,436,993321176,134.827,코미디,15세이상관람가,8,2017,1,17,9.17
365,워킹걸,308,1183887479,149.181,코미디,청소년관람불가,1,2015,3,17,7.71
366,응징자,305,1388412500,192.347,액션,청소년관람불가,10,2013,3,14,7.46
367,시간위의 집,454,987958600,124.601,미스터리,15세이상관람가,4,2017,1,9,8.23
368,퇴마: 무녀굴,331,951843500,120.802,공포(호러),15세이상관람가,8,2015,1,3,7.25
369,최강전사 미니특공대: 영웅의 탄생,349,866704200,115.704,애니메이션,전체관람가,2,2016,2,13,8.4
370,분노의 윤리학,302,1654554000,224.891,스릴러,청소년관람불가,2,2013,3,12,6.22
371,저 산 너머,468,772697300,103.535,드라마,12세이상관람가,4,2020,0,6,8.14
372,크게 될 놈,447,780915420,102.223,드라마,15세이상관람가,4,2019,1,6,9.18
373,루시드 드림,461,759481000,102.17,SF,15세이상관람가,2,2017,1,0,5.87
374,암전,423,898461215,101.913,미스터리,15세이상관람가,8,2019,1,9,5.44
375,게이트,208,820756100,101.17300000000000,범죄,15세이상관람가,2,2018,1,10,4.21
376,돌연변이,399,748936684,100.54300000000000,드라마,12세이상관람가,10,2015,0,6,7.23
377,미니특공대X,458,744858200,99.95200000000000,애니메이션,전체관람가,3,2018,2,13,7.57
378,디바,831,834454530,99.65900000000000,스릴러,15세이상관람가,9,2020,1,12,6.63
379,여중생A,479,811686000,97.84900000000000,드라마,12세이상관람가,6,2018,0,6,7.02
380,슈퍼 빼꼼: 스파이 대작전,358,691794900,97.005,애니메이션,전체관람가,5,2017,2,13,8.46
381,걷기왕,462,710905075,95.542,드라마,12세이상관람가,10,2016,0,6,8.05
382,무서운 이야기 3 : 화성에서 온 소녀,317,764967500,95.415,공포(호러),15세이상관람가,6,2016,1,3,6.62
383,일사각오,51,682581500,94.76700000000000,드라마,12세이상관람가,3,2016,0,6,9.19
384,브레이크 더 사일런스: 더 무비,205,807802000,92.07800000000000,다큐멘터리,전체관람가,9,2020,2,5,9.35
385,그대 이름은 장미,540,735782970,88.054,코미디,12세이상관람가,1,2019,0,17,7.77
386,터널 3D,264,620874000,80.98900000000000,공포(호러),15세이상관람가,8,2014,1,3,6.94
387,소리꾼,573,642120680,79.215,사극,12세이상관람가,7,2020,0,11,8.4
388,극장판 미니특공대: 공룡왕 디노,485,613273720,78.929,애니메이션,전체관람가,2,2020,2,13,8.85
389,배우는 배우다,297,811031000,111.927,드라마,청소년관람불가,10,2013,3,6,6.85
390,엽기적인 그녀 2,387,588233900,76.321,멜로/로맨스,15세이상관람가,5,2016,1,7,3.32
391,정글히어로,287,506194300,71.33,애니메이션,전체관람가,10,2014,2,13,7.71
392,번개맨,393,516736500,69.303,판타지,전체관람가,2,2016,2,18,6.4
393,쓰리 썸머 나잇,297,616132846,77.62100000000000,코미디,청소년관람불가,7,2015,3,17,7.69
394,여곡성,212,594373400,67.368,공포(호러),15세이상관람가,11,2018,1,3,5.19
395,극장판 반지의 비밀일기,459,539843170,67.319,애니메이션,전체관람가,9,2019,2,13,9.06
396,올레,338,522938900,66.883,드라마,15세이상관람가,8,2016,1,6,8.28
397,뷰티풀 투모로우,47,552273700,63.279000000000000,드라마,12세이상관람가,10,2017,0,6,9.45
398,맨홀,286,1053876130,129.732,공포(호러),청소년관람불가,10,2014,3,3,4.79
399,번개맨과 신비의 섬,191,481474700,59.923,가족,전체관람가,4,2018,2,1,9.44
400,극장판 프랭키와 친구들: 생명의 나무,258,410518600,56.835,애니메이션,전체관람가,4,2016,2,13,8.6
401,빅뱅 메이드,56,464727700,55.227,다큐멘터리,12세이상관람가,6,2016,0,5,8.99
402,잡아야 산다,219,410361400,54.45,코미디,15세이상관람가,1,2016,1,17,5.57
403,왓칭,488,456558262,54.41,공포(호러),15세이상관람가,4,2019,1,3,6.82
404,머니백,472,411511600,52.618,액션,15세이상관람가,4,2018,1,14,6.78
405,미안해 사랑해 고마워,344,359247800,51.207,드라마,15세이상관람가,10,2015,1,6,7.4
406,젝스키스 에이틴,25,364405500,50.419,다큐멘터리,전체관람가,1,2018,2,5,9.28
407,비밀,305,369339300,50.196000000000000,미스터리,15세이상관람가,10,2015,1,9,6.63
408,번개맨의 비밀,309,383521050,49.751000000000000,가족,전체관람가,12,2018,2,1,9.0
409,데자뷰,536,360833100,48.279000000000000,미스터리,15세이상관람가,5,2018,1,9,7.46
410,목숨 건 연애,393,359712800,47.479,멜로/로맨스,15세이상관람가,12,2016,1,7,4.62
411,뜨거운 안녕,172,315291000,47.105,드라마,12세이상관람가,5,2013,0,6,9.05
412,비밥바룰라,347,318986200,46.817,코미디,12세이상관람가,1,2018,0,17,9.09
413,"그래, 가족",361,350293300,46.623000000000000,코미디,12세이상관람가,2,2017,0,17,8.9
414,노리개,278,1229574500,169.054,드라마,청소년관람불가,4,2013,3,6,7.18
415,설계,257,347188800,45.638000000000000,스릴러,청소년관람불가,9,2014,3,12,4.97
416,약장수,282,313238400,43.562,드라마,15세이상관람가,4,2015,1,6,8.73
417,극장판 뽀잉: 슈퍼 변신의 비밀,294,312710450,41.054000000000000,애니메이션,전체관람가,9,2018,2,13,8.97
418,배반의 장미,457,332232550,41.054000000000000,코미디,15세이상관람가,10,2018,1,17,6.68
419,레이디버그,172,310291500,41.041000000000000,애니메이션,전체관람가,2,2017,2,13,6.0
420,아이즈 온 미 : 더 무비,124,506274000,39.228,공연,전체관람가,6,2020,2,2,9.69
421,트릭,390,297315300,38.155,스릴러,15세이상관람가,7,2016,1,12,6.2
422,백프로,236,275138600,36.792,코미디,15세이상관람가,4,2014,1,17,5.34
423,죽지않는 인간들의 밤,570,284194510,36.582,코미디,15세이상관람가,9,2020,1,17,7.01
424,에스엠타운 더 스테이지,65,284650500,35.857,다큐멘터리,전체관람가,8,2015,2,5,8.21
425,스파키,312,257040200,35.436,애니메이션,전체관람가,4,2018,2,13,8.88
426,대결,366,251176500,32.278,액션,15세이상관람가,9,2016,1,14,6.84
427,썬키스 패밀리,417,245549900,31.742000000000000,가족,15세이상관람가,3,2019,1,1,6.86
428,검은손,178,89815665,11.65,공포(호러),청소년관람불가,4,2015,3,3,3.21
429,역모-반란의 시대,355,212967300,29.294,사극,15세이상관람가,11,2017,1,11,3.74
430,캐리tv 러브콘서트 더 무비,155,225815700,28.679000000000000,공연,전체관람가,8,2019,2,2,8.11
431,인천상륙작전 : 익스텐디드 에디션(확장판),122,220051200,27.07,전쟁,15세이상관람가,9,2016,1,16,6.84
432,해피 투게더,240,204452450,27.046,드라마,12세이상관람가,11,2018,0,6,8.58
433,GROW: 인피니트의 리얼 청춘 라이프,71,189774200,23.926,드라마,전체관람가,12,2014,2,6,8.66
434,고스트 메신저 극장판,81,184033000,23.721,애니메이션,12세이상관람가,5,2014,0,13,9.18
435,얼굴없는 보스,293,199801000,23.711,액션,15세이상관람가,11,2019,1,14,3.44
436,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",106,702023500,22.938000000000000,공연,전체관람가,9,2020,2,2,9.48
437,히어로,179,148940000,22.617000000000000,가족,전체관람가,10,2013,2,1,6.92
438,파워배틀 와치카: 와치가면의 역습,246,153909000,22.11,애니메이션,전체관람가,6,2017,2,13,8.52
439,터닝메카드W: 반다인의 비밀 특별판,168,164797700,21.947,애니메이션,전체관람가,2,2018,2,13,6.41
440,히야,124,173844100,21.687000000000000,드라마,12세이상관람가,3,2016,0,6,9.19
441,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,91,133926800,20.175,애니메이션,전체관람가,8,2014,2,13,7.81
442,완전 소중한 사랑,66,127694500,20.063,드라마,12세이상관람가,11,2013,0,6,8.43
443,트와이스랜드,53,153765000,18.252,다큐멘터리,전체관람가,12,2018,2,5,9.16
444,이별계약,63,127495500,17.797,멜로/로맨스,12세이상관람가,6,2013,0,7,8.33
445,극장판 샤이닝스타:새로운 루나퀸의 탄생!,117,129098700,15.785,애니메이션,전체관람가,7,2019,2,13,9.12
446,핑크퐁 시네마 콘서트 : 우주대탐험,182,118488500,15.229000000000000,애니메이션,전체관람가,1,2020,2,13,8.87
447,부활,83,112596500,14.437000000000000,다큐멘터리,전체관람가,7,2020,2,5,8.49
448,무수단,228,112188400,14.386,미스터리,15세이상관람가,3,2016,1,9,3.03
449,닥터,163,495574500,68.312,스릴러,청소년관람불가,6,2013,3,12,6.58
450,웃는남자 감독판,18,172341000,13.087,공연,전체관람가,11,2019,2,2,8.0
451,사랑하고 있습니까,295,102673840,12.878,판타지,12세이상관람가,3,2020,0,18,4.82
452,꼭두각시,134,227941500,31.713,공포(호러),청소년관람불가,6,2013,3,3,6.12
453,타투,133,99263100,12.103,스릴러,청소년관람불가,12,2015,3,12,6.48
454,이웃집 스타,256,78213300,10.854000000000000,코미디,12세이상관람가,9,2017,0,17,5.9
455,제 7기사단,95,80160964,10.71,액션,15세이상관람가,9,2015,1,14,7.86
456,슈퍼레이서 엔지,126,73587800,10.612,애니메이션,전체관람가,9,2015,2,13,7.63
457,폴라로이드,27,65317000,10.094,드라마,전체관람가,7,2015,2,6,6.51
458,신화 라이브 3D 더 레전드 컨티뉴스,29,114524000,9.817,공연,전체관람가,12,2014,2,2,9.34
459,아티스트 봉만대,131,93817000,14.188000000000000,코미디,청소년관람불가,8,2013,3,17,8.41
460,메이크 유어 무브,96,73741600,9.368,멜로/로맨스,12세이상관람가,4,2014,0,7,6.45
461,세상끝의 사랑,97,34737300,4.4720000000000000,멜로/로맨스,청소년관람불가,11,2015,3,7,5.23
462,극장판 미니특공대: 햄버거괴물의 습격,413,70630710,8.755,애니메이션,전체관람가,9,2020,2,13,8.48
463,노트르담 드 파리,36,107289500,8.35,뮤지컬,전체관람가,11,2017,2,8,8.72
464,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,39,90752500,8.038,공연,전체관람가,10,2013,2,2,7.65
465,"의궤, 8일간의 축제 3D",16,45334000,7.956,다큐멘터리,전체관람가,4,2014,2,5,9.55
466,꾸루꾸루와 친구들: 무지개 나무의 비밀,103,51367500,7.345,애니메이션,전체관람가,11,2015,2,13,6.66
467,청춘 합창단 - 또 하나의 꿈,39,44711400,6.489,다큐멘터리,전체관람가,6,2017,2,5,8.24
468,한 번도 안 해본 여자,66,71166500,9.469,멜로/로맨스,청소년관람불가,1,2014,3,7,4.14
469,해적왕 작스톰,65,45905800,5.916,애니메이션,전체관람가,7,2018,2,13,8.99
470,서태지밴드 콘서트투어 '콰이어트나이트',6,52669600,5.9080000000000000,공연,전체관람가,11,2015,2,2,9.43
471,스퀴시랜드,55,38111300,5.473,애니메이션,전체관람가,6,2014,2,13,6.8
472,구세주: 리턴즈,124,39997000,5.401,코미디,15세이상관람가,9,2017,1,17,4.63
473,돌아와요 부산항애(愛),88,38622300,5.163000000000000,범죄,15세이상관람가,1,2018,1,10,5.44
474,연애의 기술,63,64882000,8.913,멜로/로맨스,청소년관람불가,10,2013,3,7,2.67
475,은밀하게 위대하게 (확장판),5,34327500,4.738,액션,15세이상관람가,8,2013,1,14,7.12
476,청춘학당 : 풍기문란 보쌈 야사,57,26637900,3.772,멜로/로맨스,청소년관람불가,3,2014,3,7,6.38
477,왕을 참하라,54,32469800,4.237,드라마,청소년관람불가,3,2017,3,6,5.07
478,부산행:익스텐디드,88,32808500,4.117,액션,15세이상관람가,7,2020,1,14,8.0
479,매지컬: 공주를 웃겨라,220,31582870,4.05,애니메이션,전체관람가,9,2020,2,13,6.05
480,"1789, 바스티유의 연인들",35,67308500,3.892,뮤지컬,전체관람가,9,2014,2,8,8.96
481,맛있는 택배,50,31122000,6.276,멜로/로맨스,청소년관람불가,4,2015,3,7,6.11
482,돈 맛,50,8439000,1.733,멜로/로맨스,청소년관람불가,9,2016,3,7,6.5
483,제인의 썸머,43,12575500,2.182,멜로/로맨스,청소년관람불가,6,2020,3,7,6.72
484,공포체험단 곤지암편,10,17285500,3.282,공포(호러),15세이상관람가,7,2019,1,3,6.4
485,무명인,51,25063600,3.199,미스터리,15세이상관람가,5,2014,1,9,8.59
486,미친도시,4,24029500,3.165,드라마,15세이상관람가,8,2018,1,6,8.0
487,리벤져,57,22088100,3.028,액션,15세이상관람가,12,2018,1,14,5.1
488,광인옥한흠,18,22537200,2.985,다큐멘터리,전체관람가,12,2017,2,5,9.17
489,여배우는 너무해,42,19836400,2.673,멜로/로맨스,청소년관람불가,2,2014,3,7,3.89
490,런 보이 런,25,20893740,2.9560000000000000,드라마,15세이상관람가,5,2020,1,6,7.44
491,공수도,79,25089500,2.95,액션,15세이상관람가,4,2020,1,14,8.81
492,미스체인지,41,23494500,3.344,코미디,청소년관람불가,9,2013,3,17,5.35
493,슈퍼쇼 4 3D,26,30332000,2.5670000000000000,공연,전체관람가,8,2013,2,2,7.97
494,강철비2 : 정상회담 확장판,126,10964500,2.498,드라마,15세이상관람가,9,2020,1,6,5.01
495,열혈형사,121,20539960,2.492,코미디,12세이상관람가,6,2020,0,17,3.75
496,노리개: 그녀의 눈물,50,18961950,2.237,드라마,15세이상관람가,6,2019,1,6,7.37
497,아직 사랑하고 있습니까?,38,8863340,1.18,코미디,청소년관람불가,12,2019,3,17,7.67
498,레쓰링,33,16073000,2.116,코미디,청소년관람불가,9,2014,3,17,6.39
499,태백권,62,14307800,2.0180000000000000,코미디,15세이상관람가,8,2020,1,17,5.28
500,파파 오랑후탄,3,14655000,1.9510000000000000,다큐멘터리,12세이상관람가,4,2018,0,5,8.94
501,라라,28,14798800,1.86,멜로/로맨스,15세이상관람가,2,2018,1,7,6.8
502,공포체험라디오 4DX,37,16604000,1.794,공포(호러),15세이상관람가,9,2020,1,3,3.25
503,살인자의 기억법 : 새로운 기억,24,19563000,2.958,범죄,청소년관람불가,11,2017,3,10,7.69
504,프리즈너,49,13642360,1.681,액션,15세이상관람가,7,2020,1,14,3.09
505,얼굴없는 보스: 못다한 이야기 감독판,50,12157200,1.662,범죄,15세이상관람가,5,2020,1,10,5.14
506,일탈여행: 프라이빗 아일랜드,23,18135500,3.46,멜로/로맨스,청소년관람불가,8,2013,3,7,4.68
507,오늘도 위위,40,11681460,1.416,드라마,전체관람가,10,2019,2,6,9.4
508,나는 증인이다,2,7113800,1.4070000000000000,미스터리,15세이상관람가,9,2016,1,9,7.04
509,게이트-완결판,5,1348000,1.339,범죄,15세이상관람가,6,2018,1,10,3.64
510,더하우스,48,7631000,1.245,스릴러,15세이상관람가,12,2019,1,12,3.6
511,스케치,22,10690500,1.483,멜로/로맨스,청소년관람불가,3,2014,3,7,6.05
512,"시발, 놈: 인류의 시작",10,8802400,1.159,코미디,15세이상관람가,8,2016,1,17,6.6
513,안나 카레니나,9,19632800,1.1160000000000000,뮤지컬,12세이상관람가,6,2018,0,8,8.12
514,무서운 집,1,9371000,1.0390000000000000,공포(호러),12세이상관람가,7,2015,0,3,8.99
515,아더왕의 전설,5,15299000,0.9670000000000000,공연,전체관람가,11,2016,2,2,8.92
516,앙상블,1,6195500,0.7760000000000000,드라마,전체관람가,12,2014,2,6,7.16
517,예스 평창!,11,6530800,0.774,다큐멘터리,전체관람가,3,2018,2,5,7.5
518,귀신의 향기,17,5295500,0.748,공포(호러),15세이상관람가,7,2019,1,3,5.96
519,오디세오,8,9880000,0.662,공연,전체관람가,10,2015,2,2,8.12
520,정의심판,2,5772000,0.652,드라마,15세이상관람가,10,2019,1,6,8.25
521,마지막 위안부,1,4172000,0.49,드라마,15세이상관람가,8,2015,1,6,8.3
522,바캉스,21,14674000,5.051,스릴러,청소년관람불가,10,2013,3,12,3.11
523,사랑하기 때문에,542,1723000,0.337,코미디,12세이상관람가,1,2017,0,17,8.35
524,다이빙벨: 진실은 침몰하지 않습니다,4,2209000,0.3,다큐멘터리,15세이상관람가,4,2015,1,5,6.39
525,아빠가 돌아왔다,1,1450000,0.22,가족,15세이상관람가,5,2016,1,1,4.94
526,폐교,20,670300,0.113,공포(호러),15세이상관람가,9,2019,1,3,3.24
527,머피와 샐리의 법칙,1,212000,0.106,코미디,12세이상관람가,5,2020,0,17,9.91
528,유신의 미학,1,739000,0.09300000000000000,드라마,15세이상관람가,12,2015,1,6,8.2
529,"불의 날, 생명을 말하다",1,568000,0.071,다큐멘터리,전체관람가,4,2016,2,5,8.86
530,한민족 그리고 조선족,1,568000,0.071,다큐멘터리,전체관람가,12,2014,2,5,6.76
531,외계인들,1,270000,0.054000000000000000,코미디,15세이상관람가,12,2014,1,17,5.81
532,콩쥐별전 - 전주성의 비밀,1,219000,0.052000000000000000,애니메이션,전체관람가,7,2019,2,13,9.6
533,깡패와소녀,1,212000,0.027000000000000000,드라마,15세이상관람가,7,2020,1,6,7.71
534,독고다이,1,1000,0.001,드라마,15세이상관람가,6,2019,1,6,4.27
535,이 사랑도 전해질까요,1,3000,0.001,멜로/로맨스,전체관람가,6,2017,2,7,6.9
